Date,Time,Value[mNAP],State of value
1985-07-23,00:00:00,0.508,40
1985-07-24,00:00:00,0.415,40
1985-07-25,00:00:00,0.360,40
1985-07-26,00:00:00,0.314,40
1985-07-27,00:00:00,0.437,40
1985-07-28,00:00:00,0.490,40
1985-07-29,00:00:00,0.460,40
1985-07-30,00:00:00,0.495,40
1985-07-31,00:00:00,---,40
1985-08-01,00:00:00,---,255
1985-08-02,00:00:00,---,255
1985-08-03,00:00:00,---,255
1985-08-04,00:00:00,---,255
1985-08-05,00:00:00,---,40
1985-08-06,00:00:00,0.660,40
1985-08-07,00:00:00,0.570,40
1985-08-08,00:00:00,0.504,40
1985-08-09,00:00:00,0.418,40
1985-08-10,00:00:00,---,255
1985-08-11,00:00:00,---,255
1985-08-12,00:00:00,---,40
1985-08-13,00:00:00,0.298,40
1985-08-14,00:00:00,0.307,40
1985-08-15,00:00:00,0.291,40
1985-08-16,00:00:00,0.244,40
1985-08-17,00:00:00,0.366,40
1985-08-18,00:00:00,0.441,40
1985-08-19,00:00:00,0.311,40
1985-08-20,00:00:00,0.400,40
1985-08-21,00:00:00,0.370,40
1985-08-22,00:00:00,0.386,40
1985-08-23,00:00:00,0.393,40
1985-08-24,00:00:00,0.397,40
1985-08-25,00:00:00,0.457,40
1985-08-26,00:00:00,0.381,40
1985-08-27,00:00:00,0.328,40
1985-08-28,00:00:00,0.237,40
1985-08-29,00:00:00,0.268,40
1985-08-30,00:00:00,0.361,40
1985-08-31,00:00:00,0.360,40
1985-09-01,00:00:00,0.445,40
1985-09-02,00:00:00,0.409,40
1985-09-03,00:00:00,0.363,40
1985-09-04,00:00:00,0.485,40
1985-09-05,00:00:00,0.424,40
1985-09-06,00:00:00,0.559,40
1985-09-07,00:00:00,0.608,40
1985-09-08,00:00:00,0.476,40
1985-09-09,00:00:00,0.393,40
1985-09-10,00:00:00,0.290,40
1985-09-11,00:00:00,0.222,40
1985-09-12,00:00:00,0.166,40
1985-09-13,00:00:00,0.227,40
1985-09-14,00:00:00,0.297,40
1985-09-15,00:00:00,0.450,40
1985-09-16,00:00:00,0.434,40
1985-09-17,00:00:00,0.442,40
1985-09-18,00:00:00,0.395,40
1985-09-19,00:00:00,0.283,40
1985-09-20,00:00:00,0.335,40
1985-09-21,00:00:00,0.419,40
1985-09-22,00:00:00,0.460,40
1985-09-23,00:00:00,0.314,40
1985-09-24,00:00:00,0.302,40
1985-09-25,00:00:00,0.260,40
1985-09-26,00:00:00,0.199,40
1985-09-27,00:00:00,0.154,40
1985-09-28,00:00:00,0.146,40
1985-09-29,00:00:00,0.194,40
1985-09-30,00:00:00,0.128,40
1985-10-01,00:00:00,0.175,40
1985-10-02,00:00:00,0.194,40
1985-10-03,00:00:00,0.227,40
1985-10-04,00:00:00,0.234,40
1985-10-05,00:00:00,0.297,40
1985-10-06,00:00:00,0.327,40
1985-10-07,00:00:00,0.201,40
1985-10-08,00:00:00,0.346,40
1985-10-09,00:00:00,0.335,40
1985-10-10,00:00:00,0.362,40
1985-10-11,00:00:00,0.269,40
1985-10-12,00:00:00,0.353,40
1985-10-13,00:00:00,0.259,40
1985-10-14,00:00:00,0.192,40
1985-10-15,00:00:00,0.190,40
1985-10-16,00:00:00,0.129,40
1985-10-17,00:00:00,0.126,40
1985-10-18,00:00:00,0.140,40
1985-10-19,00:00:00,0.257,40
1985-10-20,00:00:00,0.200,40
1985-10-21,00:00:00,0.135,40
1985-10-22,00:00:00,0.122,40
1985-10-23,00:00:00,-0.002,40
1985-10-24,00:00:00,-0.077,40
1985-10-25,00:00:00,0.016,40
1985-10-26,00:00:00,0.043,40
1985-10-27,00:00:00,0.120,40
1985-10-28,00:00:00,0.069,40
1985-10-29,00:00:00,0.163,40
1985-10-30,00:00:00,0.159,40
1985-10-31,00:00:00,0.122,40
1985-11-01,00:00:00,0.200,40
1985-11-02,00:00:00,0.495,40
1985-11-03,00:00:00,---,255
1985-11-04,00:00:00,---,40
1985-11-05,00:00:00,0.233,40
1985-11-06,00:00:00,0.974,40
1985-11-07,00:00:00,0.639,40
1985-11-08,00:00:00,0.586,40
1985-11-09,00:00:00,0.398,40
1985-11-10,00:00:00,0.695,40
1985-11-11,00:00:00,0.919,40
1985-11-12,00:00:00,0.817,40
1985-11-13,00:00:00,0.638,40
1985-11-14,00:00:00,0.453,40
1985-11-15,00:00:00,0.305,40
1985-11-16,00:00:00,0.225,40
1985-11-17,00:00:00,0.213,40
1985-11-18,00:00:00,0.122,40
1985-11-19,00:00:00,-0.063,40
1985-11-20,00:00:00,0.047,40
1985-11-21,00:00:00,0.130,40
1985-11-22,00:00:00,0.177,40
1985-11-23,00:00:00,0.217,40
1985-11-24,00:00:00,0.195,40
1985-11-25,00:00:00,0.218,40
1985-11-26,00:00:00,0.266,40
1985-11-27,00:00:00,0.361,40
1985-11-28,00:00:00,0.388,40
1985-11-29,00:00:00,0.364,40
1985-11-30,00:00:00,0.304,40
1985-12-01,00:00:00,0.210,40
1985-12-02,00:00:00,0.184,40
1985-12-03,00:00:00,0.302,40
1985-12-04,00:00:00,0.359,40
1985-12-05,00:00:00,0.376,40
1985-12-06,00:00:00,0.562,40
1985-12-07,00:00:00,0.558,40
1985-12-08,00:00:00,0.528,40
1985-12-09,00:00:00,0.481,40
1985-12-10,00:00:00,0.511,40
1985-12-11,00:00:00,0.452,40
1985-12-12,00:00:00,0.398,40
1985-12-13,00:00:00,0.405,40
1985-12-14,00:00:00,0.511,40
1985-12-15,00:00:00,0.482,40
1985-12-16,00:00:00,0.528,40
1985-12-17,00:00:00,0.538,40
1985-12-18,00:00:00,0.449,40
1985-12-19,00:00:00,0.583,40
1985-12-20,00:00:00,0.547,40
1985-12-21,00:00:00,0.504,40
1985-12-22,00:00:00,0.467,40
1985-12-23,00:00:00,0.483,40
1985-12-24,00:00:00,0.440,40
1985-12-25,00:00:00,0.463,40
1985-12-26,00:00:00,0.574,40
1985-12-27,00:00:00,0.613,40
1985-12-28,00:00:00,0.582,40
1985-12-29,00:00:00,0.592,40
1985-12-30,00:00:00,0.587,40
1985-12-31,00:00:00,0.449,40
1986-01-01,00:00:00,0.409,40
1986-01-02,00:00:00,0.411,40
1986-01-03,00:00:00,0.515,40
1986-01-04,00:00:00,0.573,40
1986-01-05,00:00:00,0.497,40
1986-01-06,00:00:00,0.588,40
1986-01-07,00:00:00,0.481,40
1986-01-08,00:00:00,0.320,40
1986-01-09,00:00:00,0.299,40
1986-01-10,00:00:00,0.155,40
1986-01-11,00:00:00,0.410,40
1986-01-12,00:00:00,0.746,40
1986-01-13,00:00:00,0.860,40
1986-01-14,00:00:00,0.880,40
1986-01-15,00:00:00,1.206,40
1986-01-16,00:00:00,1.032,40
1986-01-17,00:00:00,0.680,40
1986-01-18,00:00:00,0.379,40
1986-01-19,00:00:00,0.688,40
1986-01-20,00:00:00,0.907,40
1986-01-21,00:00:00,0.536,40
1986-01-22,00:00:00,0.662,40
1986-01-23,00:00:00,0.691,40
1986-01-24,00:00:00,1.135,40
1986-01-25,00:00:00,1.050,40
1986-01-26,00:00:00,0.555,40
1986-01-27,00:00:00,0.377,40
1986-01-28,00:00:00,0.514,40
1986-01-29,00:00:00,0.258,40
1986-01-30,00:00:00,0.090,40
1986-01-31,00:00:00,0.068,40
1986-02-01,00:00:00,0.170,40
1986-02-02,00:00:00,0.205,40
1986-02-03,00:00:00,0.180,40
1986-02-04,00:00:00,0.123,40
1986-02-05,00:00:00,0.189,40
1986-02-06,00:00:00,0.127,40
1986-02-07,00:00:00,0.106,40
1986-02-08,00:00:00,0.145,40
1986-02-09,00:00:00,0.204,40
1986-02-10,00:00:00,0.236,40
1986-02-11,00:00:00,0.263,40
1986-02-12,00:00:00,0.256,40
1986-02-13,00:00:00,0.207,40
1986-02-14,00:00:00,0.214,40
1986-02-15,00:00:00,0.126,40
1986-02-16,00:00:00,0.136,40
1986-02-17,00:00:00,0.107,40
1986-02-18,00:00:00,0.101,40
1986-02-19,00:00:00,0.121,40
1986-02-20,00:00:00,0.149,40
1986-02-21,00:00:00,0.226,40
1986-02-22,00:00:00,0.268,40
1986-02-23,00:00:00,0.265,40
1986-02-24,00:00:00,0.235,40
1986-02-25,00:00:00,0.213,40
1986-02-26,00:00:00,0.108,40
1986-02-27,00:00:00,0.028,40
1986-02-28,00:00:00,-0.009,40
1986-03-01,00:00:00,-0.035,40
1986-03-02,00:00:00,0.083,40
1986-03-03,00:00:00,0.132,40
1986-03-04,00:00:00,0.187,40
1986-03-05,00:00:00,0.346,40
1986-03-06,00:00:00,0.431,40
1986-03-07,00:00:00,0.406,40
1986-03-08,00:00:00,---,40
1986-03-09,00:00:00,---,255
1986-03-10,00:00:00,---,40
1986-03-11,00:00:00,0.321,40
1986-03-12,00:00:00,0.252,40
1986-03-13,00:00:00,0.215,40
1986-03-14,00:00:00,0.233,40
1986-03-15,00:00:00,0.207,40
1986-03-16,00:00:00,0.208,40
1986-03-17,00:00:00,0.234,40
1986-03-18,00:00:00,0.249,40
1986-03-19,00:00:00,0.326,40
1986-03-20,00:00:00,0.224,40
1986-03-21,00:00:00,0.314,40
1986-03-22,00:00:00,0.151,40
1986-03-23,00:00:00,0.425,40
1986-03-24,00:00:00,0.648,40
1986-03-25,00:00:00,0.890,40
1986-03-26,00:00:00,0.754,40
1986-03-27,00:00:00,0.614,40
1986-03-28,00:00:00,0.644,40
1986-03-29,00:00:00,0.535,40
1986-03-30,00:00:00,0.492,40
1986-03-31,00:00:00,0.507,40
1986-04-01,00:00:00,0.640,40
1986-04-02,00:00:00,0.426,40
1986-04-03,00:00:00,0.425,40
1986-04-04,00:00:00,0.450,40
1986-04-05,00:00:00,0.440,40
1986-04-06,00:00:00,0.338,40
1986-04-07,00:00:00,0.269,40
1986-04-08,00:00:00,0.312,40
1986-04-09,00:00:00,0.339,40
1986-04-10,00:00:00,0.425,40
1986-04-11,00:00:00,0.253,40
1986-04-12,00:00:00,0.268,40
1986-04-13,00:00:00,0.272,40
1986-04-14,00:00:00,0.227,40
1986-04-15,00:00:00,0.250,40
1986-04-16,00:00:00,0.254,40
1986-04-17,00:00:00,0.281,40
1986-04-18,00:00:00,0.331,40
1986-04-19,00:00:00,0.398,40
1986-04-20,00:00:00,0.281,40
1986-04-21,00:00:00,0.330,40
1986-04-22,00:00:00,0.388,40
1986-04-23,00:00:00,0.365,40
1986-04-24,00:00:00,0.380,40
1986-04-25,00:00:00,0.370,40
1986-04-26,00:00:00,0.328,40
1986-04-27,00:00:00,0.321,40
1986-04-28,00:00:00,0.294,40
1986-04-29,00:00:00,0.304,40
1986-04-30,00:00:00,0.300,40
1986-05-01,00:00:00,0.229,40
1986-05-02,00:00:00,0.264,40
1986-05-03,00:00:00,---,40
1986-05-04,00:00:00,---,255
1986-05-05,00:00:00,---,255
1986-05-06,00:00:00,---,255
1986-05-07,00:00:00,---,255
1986-05-08,00:00:00,---,255
1986-05-09,00:00:00,---,255
1986-05-10,00:00:00,---,255
1986-05-11,00:00:00,---,255
1986-05-12,00:00:00,---,255
1986-05-13,00:00:00,---,255
1986-05-14,00:00:00,---,255
1986-05-15,00:00:00,---,255
1986-05-16,00:00:00,---,255
1986-05-17,00:00:00,---,255
1986-05-18,00:00:00,---,255
1986-05-19,00:00:00,---,255
1986-05-20,00:00:00,---,255
1986-05-21,00:00:00,---,255
1986-05-22,00:00:00,---,255
1986-05-23,00:00:00,---,255
1986-05-24,00:00:00,---,255
1986-05-25,00:00:00,---,255
1986-05-26,00:00:00,---,255
1986-05-27,00:00:00,---,255
1986-05-28,00:00:00,---,255
1986-05-29,00:00:00,---,255
1986-05-30,00:00:00,---,255
1986-05-31,00:00:00,---,255
1986-06-01,00:00:00,---,255
1986-06-02,00:00:00,---,40
1986-06-03,00:00:00,0.300,40
1986-06-04,00:00:00,0.357,40
1986-06-05,00:00:00,0.386,40
1986-06-06,00:00:00,0.621,40
1986-06-07,00:00:00,0.737,40
1986-06-08,00:00:00,0.509,40
1986-06-09,00:00:00,0.204,40
1986-06-10,00:00:00,0.270,40
1986-06-11,00:00:00,0.302,40
1986-06-12,00:00:00,0.289,40
1986-06-13,00:00:00,0.261,40
1986-06-14,00:00:00,0.269,40
1986-06-15,00:00:00,0.225,40
1986-06-16,00:00:00,0.260,40
1986-06-17,00:00:00,---,40
1986-06-18,00:00:00,---,255
1986-06-19,00:00:00,---,255
1986-06-20,00:00:00,---,255
1986-06-21,00:00:00,---,255
1986-06-22,00:00:00,---,255
1986-06-23,00:00:00,---,40
1986-06-24,00:00:00,0.388,40
1986-06-25,00:00:00,0.320,40
1986-06-26,00:00:00,0.274,40
1986-06-27,00:00:00,0.274,40
1986-06-28,00:00:00,0.303,40
1986-06-29,00:00:00,0.353,40
1986-06-30,00:00:00,0.290,40
1986-07-01,00:00:00,0.260,40
1986-07-02,00:00:00,0.284,40
1986-07-03,00:00:00,0.322,40
1986-07-04,00:00:00,0.345,40
1986-07-05,00:00:00,0.384,40
1986-07-06,00:00:00,0.469,40
1986-07-07,00:00:00,0.434,40
1986-07-08,00:00:00,0.413,40
1986-07-09,00:00:00,0.393,40
1986-07-10,00:00:00,0.387,40
1986-07-11,00:00:00,0.383,40
1986-07-12,00:00:00,0.320,40
1986-07-13,00:00:00,0.330,40
1986-07-14,00:00:00,0.231,40
1986-07-15,00:00:00,0.230,40
1986-07-16,00:00:00,0.262,40
1986-07-17,00:00:00,0.267,40
1986-07-18,00:00:00,0.349,40
1986-07-19,00:00:00,0.299,40
1986-07-20,00:00:00,0.271,40
1986-07-21,00:00:00,0.310,40
1986-07-22,00:00:00,0.318,40
1986-07-23,00:00:00,0.359,40
1986-07-24,00:00:00,0.451,40
1986-07-25,00:00:00,0.409,40
1986-07-26,00:00:00,0.440,40
1986-07-27,00:00:00,0.405,40
1986-07-28,00:00:00,0.320,40
1986-07-29,00:00:00,0.319,40
1986-07-30,00:00:00,0.358,40
1986-07-31,00:00:00,0.298,40
1986-08-01,00:00:00,0.337,40
1986-08-02,00:00:00,0.271,40
1986-08-03,00:00:00,0.216,40
1986-08-04,00:00:00,0.284,40
1986-08-05,00:00:00,0.309,40
1986-08-06,00:00:00,0.259,40
1986-08-07,00:00:00,0.268,40
1986-08-08,00:00:00,0.300,40
1986-08-09,00:00:00,0.438,40
1986-08-10,00:00:00,0.384,40
1986-08-11,00:00:00,0.148,40
1986-08-12,00:00:00,0.300,40
1986-08-13,00:00:00,0.338,40
1986-08-14,00:00:00,0.311,40
1986-08-15,00:00:00,0.376,40
1986-08-16,00:00:00,0.456,40
1986-08-17,00:00:00,0.521,40
1986-08-18,00:00:00,0.507,40
1986-08-19,00:00:00,0.487,40
1986-08-20,00:00:00,0.515,40
1986-08-21,00:00:00,0.479,40
1986-08-22,00:00:00,0.475,40
1986-08-23,00:00:00,0.584,40
1986-08-24,00:00:00,0.639,40
1986-08-25,00:00:00,0.647,40
1986-08-26,00:00:00,0.559,40
1986-08-27,00:00:00,0.901,40
1986-08-28,00:00:00,0.891,40
1986-08-29,00:00:00,0.692,40
1986-08-30,00:00:00,0.610,40
1986-08-31,00:00:00,0.439,40
1986-09-01,00:00:00,0.390,40
1986-09-02,00:00:00,0.610,40
1986-09-03,00:00:00,0.714,40
1986-09-04,00:00:00,0.710,40
1986-09-05,00:00:00,0.291,40
1986-09-06,00:00:00,0.427,40
1986-09-07,00:00:00,0.557,40
1986-09-08,00:00:00,0.506,40
1986-09-09,00:00:00,0.464,40
1986-09-10,00:00:00,0.468,40
1986-09-11,00:00:00,0.453,40
1986-09-12,00:00:00,0.385,40
1986-09-13,00:00:00,0.293,40
1986-09-14,00:00:00,0.410,40
1986-09-15,00:00:00,0.500,40
1986-09-16,00:00:00,0.479,40
1986-09-17,00:00:00,0.479,40
1986-09-18,00:00:00,0.531,40
1986-09-19,00:00:00,0.483,40
1986-09-20,00:00:00,0.494,40
1986-09-21,00:00:00,0.567,40
1986-09-22,00:00:00,0.570,40
1986-09-23,00:00:00,0.460,40
1986-09-24,00:00:00,0.453,40
1986-09-25,00:00:00,0.369,40
1986-09-26,00:00:00,0.354,40
1986-09-27,00:00:00,0.378,40
1986-09-28,00:00:00,0.348,40
1986-09-29,00:00:00,0.429,40
1986-09-30,00:00:00,0.338,40
1986-10-01,00:00:00,0.346,40
1986-10-02,00:00:00,0.433,40
1986-10-03,00:00:00,0.490,40
1986-10-04,00:00:00,0.394,40
1986-10-05,00:00:00,0.299,40
1986-10-06,00:00:00,0.359,40
1986-10-07,00:00:00,0.422,40
1986-10-08,00:00:00,0.415,40
1986-10-09,00:00:00,0.317,40
1986-10-10,00:00:00,0.372,40
1986-10-11,00:00:00,0.438,40
1986-10-12,00:00:00,0.329,40
1986-10-13,00:00:00,0.302,40
1986-10-14,00:00:00,0.330,40
1986-10-15,00:00:00,0.379,40
1986-10-16,00:00:00,0.425,40
1986-10-17,00:00:00,0.337,40
1986-10-18,00:00:00,0.267,40
1986-10-19,00:00:00,0.436,40
1986-10-20,00:00:00,0.797,40
1986-10-21,00:00:00,1.026,40
1986-10-22,00:00:00,0.975,40
1986-10-23,00:00:00,1.188,40
1986-10-24,00:00:00,0.949,40
1986-10-25,00:00:00,0.501,40
1986-10-26,00:00:00,1.058,40
1986-10-27,00:00:00,0.316,40
1986-10-28,00:00:00,0.478,40
1986-10-29,00:00:00,0.603,40
1986-10-30,00:00:00,0.460,40
1986-10-31,00:00:00,0.635,40
1986-11-01,00:00:00,0.773,40
1986-11-02,00:00:00,0.909,40
1986-11-03,00:00:00,0.661,40
1986-11-04,00:00:00,0.713,40
1986-11-05,00:00:00,0.708,40
1986-11-06,00:00:00,0.884,40
1986-11-07,00:00:00,0.717,40
1986-11-08,00:00:00,0.624,40
1986-11-09,00:00:00,0.879,40
1986-11-10,00:00:00,0.615,40
1986-11-11,00:00:00,0.729,40
1986-11-12,00:00:00,0.737,40
1986-11-13,00:00:00,0.514,40
1986-11-14,00:00:00,0.501,40
1986-11-15,00:00:00,0.557,40
1986-11-16,00:00:00,0.539,40
1986-11-17,00:00:00,0.555,40
1986-11-18,00:00:00,0.663,40
1986-11-19,00:00:00,0.726,40
1986-11-20,00:00:00,0.804,40
1986-11-21,00:00:00,0.758,40
1986-11-22,00:00:00,0.754,40
1986-11-23,00:00:00,0.861,40
1986-11-24,00:00:00,0.744,40
1986-11-25,00:00:00,0.601,40
1986-11-26,00:00:00,0.556,40
1986-11-27,00:00:00,0.593,40
1986-11-28,00:00:00,0.348,40
1986-11-29,00:00:00,0.459,40
1986-11-30,00:00:00,0.469,40
1986-12-01,00:00:00,0.511,40
1986-12-02,00:00:00,0.607,40
1986-12-03,00:00:00,0.345,40
1986-12-04,00:00:00,0.482,40
1986-12-05,00:00:00,0.623,40
1986-12-06,00:00:00,0.656,40
1986-12-07,00:00:00,0.563,40
1986-12-08,00:00:00,0.365,40
1986-12-09,00:00:00,0.590,40
1986-12-10,00:00:00,0.662,40
1986-12-11,00:00:00,0.452,40
1986-12-12,00:00:00,0.407,40
1986-12-13,00:00:00,0.315,40
1986-12-14,00:00:00,0.596,40
1986-12-15,00:00:00,0.526,40
1986-12-16,00:00:00,0.785,40
1986-12-17,00:00:00,0.974,40
1986-12-18,00:00:00,0.827,40
1986-12-19,00:00:00,1.356,40
1986-12-20,00:00:00,1.373,40
1986-12-21,00:00:00,1.078,40
1986-12-22,00:00:00,0.826,40
1986-12-23,00:00:00,0.694,40
1986-12-24,00:00:00,0.405,40
1986-12-25,00:00:00,0.307,40
1986-12-26,00:00:00,0.661,40
1986-12-27,00:00:00,0.936,40
1986-12-28,00:00:00,1.052,40
1986-12-29,00:00:00,1.149,40
1986-12-30,00:00:00,1.105,40
1986-12-31,00:00:00,1.029,40
1987-01-01,00:00:00,---,40
1987-01-02,00:00:00,---,255
1987-01-03,00:00:00,---,255
1987-01-04,00:00:00,---,255
1987-01-05,00:00:00,---,255
1987-01-06,00:00:00,---,255
1987-01-07,00:00:00,---,255
1987-01-08,00:00:00,---,255
1987-01-09,00:00:00,---,255
1987-01-10,00:00:00,---,255
1987-01-11,00:00:00,---,255
1987-01-12,00:00:00,---,255
1987-01-13,00:00:00,---,255
1987-01-14,00:00:00,---,255
1987-01-15,00:00:00,---,255
1987-01-16,00:00:00,---,255
1987-01-17,00:00:00,---,255
1987-01-18,00:00:00,---,255
1987-01-19,00:00:00,---,255
1987-01-20,00:00:00,---,255
1987-01-21,00:00:00,---,255
1987-01-22,00:00:00,---,255
1987-01-23,00:00:00,---,255
1987-01-24,00:00:00,---,255
1987-01-25,00:00:00,---,255
1987-01-26,00:00:00,---,255
1987-01-27,00:00:00,---,255
1987-01-28,00:00:00,---,255
1987-01-29,00:00:00,---,255
1987-01-30,00:00:00,---,255
1987-01-31,00:00:00,---,255
1987-02-01,00:00:00,---,255
1987-02-02,00:00:00,---,255
1987-02-03,00:00:00,---,255
1987-02-04,00:00:00,---,255
1987-02-05,00:00:00,---,255
1987-02-06,00:00:00,---,255
1987-02-07,00:00:00,---,255
1987-02-08,00:00:00,---,255
1987-02-09,00:00:00,---,255
1987-02-10,00:00:00,---,255
1987-02-11,00:00:00,---,255
1987-02-12,00:00:00,---,255
1987-02-13,00:00:00,---,255
1987-02-14,00:00:00,---,255
1987-02-15,00:00:00,---,255
1987-02-16,00:00:00,---,255
1987-02-17,00:00:00,---,255
1987-02-18,00:00:00,---,255
1987-02-19,00:00:00,---,255
1987-02-20,00:00:00,---,255
1987-02-21,00:00:00,---,255
1987-02-22,00:00:00,---,255
1987-02-23,00:00:00,---,255
1987-02-24,00:00:00,---,255
1987-02-25,00:00:00,---,255
1987-02-26,00:00:00,---,255
1987-02-27,00:00:00,---,255
1987-02-28,00:00:00,---,255
1987-03-01,00:00:00,---,255
1987-03-02,00:00:00,---,255
1987-03-03,00:00:00,---,255
1987-03-04,00:00:00,---,255
1987-03-05,00:00:00,---,255
1987-03-06,00:00:00,---,255
1987-03-07,00:00:00,---,255
1987-03-08,00:00:00,---,255
1987-03-09,00:00:00,---,255
1987-03-10,00:00:00,---,255
1987-03-11,00:00:00,---,255
1987-03-12,00:00:00,---,255
1987-03-13,00:00:00,---,255
1987-03-14,00:00:00,---,255
1987-03-15,00:00:00,---,255
1987-03-16,00:00:00,---,255
1987-03-17,00:00:00,---,255
1987-03-18,00:00:00,---,255
1987-03-19,00:00:00,---,255
1987-03-20,00:00:00,---,255
1987-03-21,00:00:00,---,255
1987-03-22,00:00:00,---,255
1987-03-23,00:00:00,---,255
1987-03-24,00:00:00,---,255
1987-03-25,00:00:00,---,255
1987-03-26,00:00:00,---,255
1987-03-27,00:00:00,---,255
1987-03-28,00:00:00,---,255
1987-03-29,00:00:00,---,255
1987-03-30,00:00:00,---,255
1987-03-31,00:00:00,---,255
1987-04-01,00:00:00,---,255
1987-04-02,00:00:00,---,255
1987-04-03,00:00:00,---,255
1987-04-04,00:00:00,---,255
1987-04-05,00:00:00,---,255
1987-04-06,00:00:00,---,255
1987-04-07,00:00:00,---,255
1987-04-08,00:00:00,---,255
1987-04-09,00:00:00,---,255
1987-04-10,00:00:00,---,255
1987-04-11,00:00:00,---,255
1987-04-12,00:00:00,---,255
1987-04-13,00:00:00,---,255
1987-04-14,00:00:00,---,255
1987-04-15,00:00:00,---,255
1987-04-16,00:00:00,---,255
1987-04-17,00:00:00,---,255
1987-04-18,00:00:00,---,255
1987-04-19,00:00:00,---,255
1987-04-20,00:00:00,---,255
1987-04-21,00:00:00,0.531,40
1987-04-22,00:00:00,0.396,40
1987-04-23,00:00:00,0.297,40
1987-04-24,00:00:00,0.285,40
1987-04-25,00:00:00,0.331,40
1987-04-26,00:00:00,0.388,40
1987-04-27,00:00:00,0.359,40
1987-04-28,00:00:00,0.307,40
1987-04-29,00:00:00,0.258,40
1987-04-30,00:00:00,0.217,40
1987-05-01,00:00:00,0.346,40
1987-05-02,00:00:00,0.471,40
1987-05-03,00:00:00,0.613,40
1987-05-04,00:00:00,0.571,40
1987-05-05,00:00:00,0.297,40
1987-05-06,00:00:00,0.216,40
1987-05-07,00:00:00,0.157,40
1987-05-08,00:00:00,0.100,40
1987-05-09,00:00:00,0.159,40
1987-05-10,00:00:00,0.297,40
1987-05-11,00:00:00,0.418,40
1987-05-12,00:00:00,0.652,40
1987-05-13,00:00:00,0.819,40
1987-05-14,00:00:00,0.575,40
1987-05-15,00:00:00,0.615,40
1987-05-16,00:00:00,0.701,40
1987-05-17,00:00:00,0.531,40
1987-05-18,00:00:00,0.432,40
1987-05-19,00:00:00,0.372,40
1987-05-20,00:00:00,0.625,40
1987-05-21,00:00:00,0.810,40
1987-05-22,00:00:00,0.498,40
1987-05-23,00:00:00,0.273,40
1987-05-24,00:00:00,0.258,40
1987-05-25,00:00:00,0.233,40
1987-05-26,00:00:00,0.351,40
1987-05-27,00:00:00,0.407,40
1987-05-28,00:00:00,0.504,40
1987-05-29,00:00:00,0.506,40
1987-05-30,00:00:00,0.396,40
1987-05-31,00:00:00,0.352,40
1987-06-01,00:00:00,0.417,40
1987-06-02,00:00:00,0.682,40
1987-06-03,00:00:00,0.693,40
1987-06-04,00:00:00,0.810,40
1987-06-05,00:00:00,0.823,40
1987-06-06,00:00:00,0.691,40
1987-06-07,00:00:00,0.764,40
1987-06-08,00:00:00,1.007,40
1987-06-09,00:00:00,1.109,40
1987-06-10,00:00:00,0.678,40
1987-06-11,00:00:00,0.503,40
1987-06-12,00:00:00,0.496,40
1987-06-13,00:00:00,0.539,40
1987-06-14,00:00:00,0.516,40
1987-06-15,00:00:00,0.510,40
1987-06-16,00:00:00,0.440,40
1987-06-17,00:00:00,0.388,40
1987-06-18,00:00:00,0.522,40
1987-06-19,00:00:00,0.398,40
1987-06-20,00:00:00,0.472,40
1987-06-21,00:00:00,0.453,40
1987-06-22,00:00:00,0.505,40
1987-06-23,00:00:00,0.582,40
1987-06-24,00:00:00,0.576,40
1987-06-25,00:00:00,0.530,40
1987-06-26,00:00:00,0.598,40
1987-06-27,00:00:00,0.453,40
1987-06-28,00:00:00,0.397,40
1987-06-29,00:00:00,0.406,40
1987-06-30,00:00:00,0.330,40
1987-07-01,00:00:00,0.309,40
1987-07-02,00:00:00,0.354,40
1987-07-03,00:00:00,0.321,40
1987-07-04,00:00:00,0.321,40
1987-07-05,00:00:00,0.319,40
1987-07-06,00:00:00,0.352,40
1987-07-07,00:00:00,0.383,40
1987-07-08,00:00:00,0.428,40
1987-07-09,00:00:00,0.466,40
1987-07-10,00:00:00,0.414,40
1987-07-11,00:00:00,0.397,40
1987-07-12,00:00:00,0.497,40
1987-07-13,00:00:00,0.364,40
1987-07-14,00:00:00,0.319,40
1987-07-15,00:00:00,0.351,40
1987-07-16,00:00:00,0.456,40
1987-07-17,00:00:00,0.482,40
1987-07-18,00:00:00,0.546,40
1987-07-19,00:00:00,0.431,40
1987-07-20,00:00:00,0.434,40
1987-07-21,00:00:00,0.489,40
1987-07-22,00:00:00,0.509,40
1987-07-23,00:00:00,0.532,40
1987-07-24,00:00:00,0.603,40
1987-07-25,00:00:00,0.619,40
1987-07-26,00:00:00,0.592,40
1987-07-27,00:00:00,0.671,40
1987-07-28,00:00:00,0.635,40
1987-07-29,00:00:00,0.457,40
1987-07-30,00:00:00,0.700,40
1987-07-31,00:00:00,0.678,40
1987-08-01,00:00:00,0.941,40
1987-08-02,00:00:00,0.936,40
1987-08-03,00:00:00,0.561,40
1987-08-04,00:00:00,0.540,40
1987-08-05,00:00:00,0.668,40
1987-08-06,00:00:00,0.494,40
1987-08-07,00:00:00,0.530,40
1987-08-08,00:00:00,0.557,40
1987-08-09,00:00:00,0.414,40
1987-08-10,00:00:00,0.382,40
1987-08-11,00:00:00,0.284,40
1987-08-12,00:00:00,0.343,40
1987-08-13,00:00:00,0.316,40
