Date,Time,Value[mNAP],State of value
2011-04-17,00:00:00,0.332,40
2011-04-18,00:00:00,0.325,40
2011-04-19,00:00:00,0.311,40
2011-04-20,00:00:00,0.350,40
2011-04-21,00:00:00,0.352,40
2011-04-22,00:00:00,0.354,40
2011-04-23,00:00:00,0.334,40
2011-04-24,00:00:00,0.355,40
2011-04-25,00:00:00,0.362,40
2011-04-26,00:00:00,0.341,40
2011-04-27,00:00:00,0.309,40
2011-04-28,00:00:00,0.305,40
2011-04-29,00:00:00,0.319,40
2011-04-30,00:00:00,0.302,40
2011-05-01,00:00:00,0.260,40
2011-05-02,00:00:00,0.242,40
2011-05-03,00:00:00,0.204,40
2011-05-04,00:00:00,0.255,40
2011-05-05,00:00:00,0.242,40
2011-05-06,00:00:00,0.214,40
2011-05-07,00:00:00,0.226,40
2011-05-08,00:00:00,0.247,40
2011-05-09,00:00:00,0.258,40
2011-05-10,00:00:00,0.315,40
2011-05-11,00:00:00,0.301,40
2011-05-12,00:00:00,0.350,40
2011-05-13,00:00:00,0.325,40
2011-05-14,00:00:00,0.321,40
2011-05-15,00:00:00,0.381,40
2011-05-16,00:00:00,0.350,40
2011-05-17,00:00:00,0.365,40
2011-05-18,00:00:00,0.336,40
2011-05-19,00:00:00,0.357,40
2011-05-20,00:00:00,0.371,40
2011-05-21,00:00:00,0.337,40
2011-05-22,00:00:00,0.334,40
2011-05-23,00:00:00,0.355,40
2011-05-24,00:00:00,0.354,40
2011-05-25,00:00:00,0.474,40
2011-05-26,00:00:00,0.310,40
2011-05-27,00:00:00,0.548,40
2011-05-28,00:00:00,0.365,40
2011-05-29,00:00:00,0.438,40
2011-05-30,00:00:00,0.392,40
2011-05-31,00:00:00,0.425,40
2011-06-01,00:00:00,0.346,40
2011-06-02,00:00:00,0.256,40
2011-06-03,00:00:00,0.244,40
2011-06-04,00:00:00,0.228,40
2011-06-05,00:00:00,0.306,40
2011-06-06,00:00:00,0.356,40
2011-06-07,00:00:00,0.412,40
2011-06-08,00:00:00,0.419,40
2011-06-09,00:00:00,0.400,40
2011-06-10,00:00:00,0.362,40
2011-06-11,00:00:00,0.361,40
2011-06-12,00:00:00,0.335,40
2011-06-13,00:00:00,0.278,40
2011-06-14,00:00:00,0.349,40
2011-06-15,00:00:00,0.334,40
2011-06-16,00:00:00,0.371,40
2011-06-17,00:00:00,0.444,40
2011-06-18,00:00:00,0.462,40
2011-06-19,00:00:00,0.653,40
2011-06-20,00:00:00,0.576,40
2011-06-21,00:00:00,0.474,40
2011-06-22,00:00:00,0.437,40
2011-06-23,00:00:00,0.516,40
2011-06-24,00:00:00,0.523,40
2011-06-25,00:00:00,0.434,40
2011-06-26,00:00:00,0.435,40
2011-06-27,00:00:00,0.365,40
2011-06-28,00:00:00,0.421,40
2011-06-29,00:00:00,0.530,40
2011-06-30,00:00:00,0.483,40
2011-07-01,00:00:00,0.440,40
2011-07-02,00:00:00,0.429,40
2011-07-03,00:00:00,0.413,40
2011-07-04,00:00:00,0.382,40
2011-07-05,00:00:00,0.315,40
2011-07-06,00:00:00,0.341,40
2011-07-07,00:00:00,0.373,40
2011-07-08,00:00:00,0.327,40
2011-07-09,00:00:00,0.347,40
2011-07-10,00:00:00,0.360,40
2011-07-11,00:00:00,0.322,40
2011-07-12,00:00:00,0.309,40
2011-07-13,00:00:00,0.422,40
2011-07-14,00:00:00,0.720,40
2011-07-15,00:00:00,0.849,40
2011-07-16,00:00:00,0.585,40
2011-07-17,00:00:00,0.557,40
2011-07-18,00:00:00,0.579,40
2011-07-19,00:00:00,0.569,40
2011-07-20,00:00:00,0.538,40
2011-07-21,00:00:00,0.519,40
2011-07-22,00:00:00,0.549,40
2011-07-23,00:00:00,0.693,40
2011-07-24,00:00:00,0.988,40
2011-07-25,00:00:00,0.848,40
2011-07-26,00:00:00,0.686,40
2011-07-27,00:00:00,0.554,40
2011-07-28,00:00:00,0.489,40
2011-07-29,00:00:00,0.528,40
2011-07-30,00:00:00,0.534,40
2011-07-31,00:00:00,0.497,40
2011-08-01,00:00:00,0.432,40
2011-08-02,00:00:00,0.441,40
2011-08-03,00:00:00,0.474,40
2011-08-04,00:00:00,0.503,40
2011-08-05,00:00:00,0.521,40
2011-08-06,00:00:00,0.537,40
2011-08-07,00:00:00,0.592,40
2011-08-08,00:00:00,0.678,40
2011-08-09,00:00:00,0.848,40
2011-08-10,00:00:00,0.737,40
2011-08-11,00:00:00,0.633,40
2011-08-12,00:00:00,0.671,40
2011-08-13,00:00:00,0.539,40
2011-08-14,00:00:00,0.555,40
2011-08-15,00:00:00,0.665,40
2011-08-16,00:00:00,0.607,40
2011-08-17,00:00:00,0.570,40
2011-08-18,00:00:00,0.525,40
2011-08-19,00:00:00,0.558,40
2011-08-20,00:00:00,0.539,40
2011-08-21,00:00:00,0.548,40
2011-08-22,00:00:00,0.594,40
2011-08-23,00:00:00,0.487,40
2011-08-24,00:00:00,0.547,40
2011-08-25,00:00:00,0.511,40
2011-08-26,00:00:00,0.497,40
2011-08-27,00:00:00,0.587,40
2011-08-28,00:00:00,0.627,40
2011-08-29,00:00:00,0.744,40
2011-08-30,00:00:00,0.777,40
2011-08-31,00:00:00,0.657,40
2011-09-01,00:00:00,0.582,40
2011-09-02,00:00:00,0.493,40
2011-09-03,00:00:00,0.483,40
2011-09-04,00:00:00,0.518,40
2011-09-05,00:00:00,0.558,40
2011-09-06,00:00:00,0.525,40
2011-09-07,00:00:00,0.749,40
2011-09-08,00:00:00,0.829,40
2011-09-09,00:00:00,0.697,40
2011-09-10,00:00:00,0.535,40
2011-09-11,00:00:00,0.524,40
2011-09-12,00:00:00,0.578,40
2011-09-13,00:00:00,0.658,40
2011-09-14,00:00:00,0.797,40
2011-09-15,00:00:00,0.734,40
2011-09-16,00:00:00,0.555,40
2011-09-17,00:00:00,0.460,40
2011-09-18,00:00:00,0.511,40
2011-09-19,00:00:00,0.544,40
2011-09-20,00:00:00,0.462,40
2011-09-21,00:00:00,0.460,40
2011-09-22,00:00:00,0.548,40
2011-09-23,00:00:00,0.541,40
2011-09-24,00:00:00,0.402,40
2011-09-25,00:00:00,0.412,40
2011-09-26,00:00:00,0.401,40
2011-09-27,00:00:00,0.450,40
2011-09-28,00:00:00,0.356,40
2011-09-29,00:00:00,0.365,40
2011-09-30,00:00:00,0.352,40
2011-10-01,00:00:00,0.357,40
2011-10-02,00:00:00,0.346,40
2011-10-03,00:00:00,0.340,40
2011-10-04,00:00:00,0.496,40
2011-10-05,00:00:00,0.584,40
2011-10-06,00:00:00,0.642,40
2011-10-07,00:00:00,0.982,40
2011-10-08,00:00:00,0.856,40
2011-10-09,00:00:00,0.553,40
2011-10-10,00:00:00,0.603,40
2011-10-11,00:00:00,0.709,40
2011-10-12,00:00:00,0.682,40
2011-10-13,00:00:00,0.547,40
2011-10-14,00:00:00,0.369,40
2011-10-15,00:00:00,0.278,40
2011-10-16,00:00:00,0.371,40
2011-10-17,00:00:00,0.494,40
2011-10-18,00:00:00,0.645,40
2011-10-19,00:00:00,0.920,40
2011-10-20,00:00:00,0.846,40
2011-10-21,00:00:00,0.554,40
2011-10-22,00:00:00,0.458,40
2011-10-23,00:00:00,0.309,40
2011-10-24,00:00:00,0.240,40
2011-10-25,00:00:00,0.100,40
2011-10-26,00:00:00,0.224,40
2011-10-27,00:00:00,0.329,40
2011-10-28,00:00:00,0.429,40
2011-10-29,00:00:00,0.451,40
2011-10-30,00:00:00,0.431,40
2011-10-31,00:00:00,0.468,40
2011-11-01,00:00:00,0.390,40
2011-11-02,00:00:00,0.485,40
2011-11-03,00:00:00,0.379,40
2011-11-04,00:00:00,0.438,40
2011-11-05,00:00:00,0.551,40
2011-11-06,00:00:00,0.568,40
2011-11-07,00:00:00,0.438,40
2011-11-08,00:00:00,0.350,40
2011-11-09,00:00:00,0.312,40
2011-11-10,00:00:00,0.281,40
2011-11-11,00:00:00,0.242,40
2011-11-12,00:00:00,0.131,40
2011-11-13,00:00:00,0.264,40
2011-11-14,00:00:00,0.270,40
2011-11-15,00:00:00,0.288,40
2011-11-16,00:00:00,0.258,40
2011-11-17,00:00:00,0.270,40
2011-11-18,00:00:00,0.268,40
2011-11-19,00:00:00,0.311,40
2011-11-20,00:00:00,0.333,40
2011-11-21,00:00:00,0.308,40
2011-11-22,00:00:00,0.307,40
2011-11-23,00:00:00,0.308,40
2011-11-24,00:00:00,0.350,40
2011-11-25,00:00:00,0.316,40
2011-11-26,00:00:00,0.673,40
2011-11-27,00:00:00,0.526,40
2011-11-28,00:00:00,0.820,40
2011-11-29,00:00:00,0.342,40
2011-11-30,00:00:00,0.397,40
2011-12-01,00:00:00,0.255,40
2011-12-02,00:00:00,0.646,40
2011-12-03,00:00:00,0.525,40
2011-12-04,00:00:00,0.865,40
2011-12-05,00:00:00,0.931,40
2011-12-06,00:00:00,0.917,40
2011-12-07,00:00:00,1.001,40
2011-12-08,00:00:00,1.102,40
2011-12-09,00:00:00,0.993,40
2011-12-10,00:00:00,1.212,40
2011-12-11,00:00:00,0.938,40
2011-12-12,00:00:00,0.860,40
2011-12-13,00:00:00,0.789,40
2011-12-14,00:00:00,0.846,40
2011-12-15,00:00:00,1.032,40
2011-12-16,00:00:00,1.047,40
2011-12-17,00:00:00,1.204,40
2011-12-18,00:00:00,1.205,40
2011-12-19,00:00:00,1.069,40
2011-12-20,00:00:00,1.022,40
2011-12-21,00:00:00,0.956,40
2011-12-22,00:00:00,0.703,40
2011-12-23,00:00:00,0.653,40
2011-12-24,00:00:00,1.048,40
2011-12-25,00:00:00,0.831,40
2011-12-26,00:00:00,0.871,40
2011-12-27,00:00:00,0.783,40
2011-12-28,00:00:00,0.556,40
2011-12-29,00:00:00,0.914,40
2011-12-30,00:00:00,1.245,40
2011-12-31,00:00:00,0.670,40
2012-01-01,00:00:00,0.712,40
2012-01-02,00:00:00,0.907,40
2012-01-03,00:00:00,0.881,40
2012-01-04,00:00:00,1.434,40
2012-01-05,00:00:00,1.551,40
2012-01-06,00:00:00,1.669,40
2012-01-07,00:00:00,0.924,40
2012-01-08,00:00:00,1.268,40
2012-01-09,00:00:00,0.940,40
2012-01-10,00:00:00,0.983,40
2012-01-11,00:00:00,0.887,40
2012-01-12,00:00:00,0.870,40
2012-01-13,00:00:00,1.113,40
2012-01-14,00:00:00,0.743,40
2012-01-15,00:00:00,0.597,40
2012-01-16,00:00:00,0.533,40
2012-01-17,00:00:00,0.442,40
2012-01-18,00:00:00,0.494,40
2012-01-19,00:00:00,0.818,40
2012-01-20,00:00:00,1.123,40
2012-01-21,00:00:00,1.015,40
2012-01-22,00:00:00,1.377,40
2012-01-23,00:00:00,1.131,40
2012-01-24,00:00:00,0.904,40
2012-01-25,00:00:00,0.584,40
2012-01-26,00:00:00,0.501,40
2012-01-27,00:00:00,0.632,40
2012-01-28,00:00:00,0.640,40
2012-01-29,00:00:00,0.549,40
2012-01-30,00:00:00,0.543,40
2012-01-31,00:00:00,0.481,40
2012-02-01,00:00:00,0.409,40
2012-02-02,00:00:00,0.321,40
2012-02-03,00:00:00,0.408,40
2012-02-04,00:00:00,0.422,40
2012-02-05,00:00:00,0.260,40
2012-02-06,00:00:00,0.424,40
2012-02-07,00:00:00,0.395,40
2012-02-08,00:00:00,0.286,40
2012-02-09,00:00:00,0.348,40
2012-02-10,00:00:00,0.352,40
2012-02-11,00:00:00,0.225,40
2012-02-12,00:00:00,0.325,40
2012-02-13,00:00:00,0.430,40
2012-02-14,00:00:00,0.663,40
2012-02-15,00:00:00,0.824,40
2012-02-16,00:00:00,0.693,40
2012-02-17,00:00:00,0.591,40
2012-02-18,00:00:00,0.551,40
2012-02-19,00:00:00,0.872,40
2012-02-20,00:00:00,0.750,40
2012-02-21,00:00:00,0.605,40
2012-02-22,00:00:00,0.583,40
2012-02-23,00:00:00,0.643,40
2012-02-24,00:00:00,0.719,40
2012-02-25,00:00:00,0.772,40
2012-02-26,00:00:00,0.669,40
2012-02-27,00:00:00,0.535,40
2012-02-28,00:00:00,0.570,40
2012-02-29,00:00:00,0.555,40
2012-03-01,00:00:00,0.513,40
2012-03-02,00:00:00,0.453,40
2012-03-03,00:00:00,0.323,40
2012-03-04,00:00:00,0.387,40
2012-03-05,00:00:00,0.598,40
2012-03-06,00:00:00,0.593,40
2012-03-07,00:00:00,0.440,40
2012-03-08,00:00:00,0.789,40
2012-03-09,00:00:00,0.685,40
2012-03-10,00:00:00,0.670,40
2012-03-11,00:00:00,0.656,40
2012-03-12,00:00:00,0.593,40
2012-03-13,00:00:00,0.529,40
2012-03-14,00:00:00,0.433,40
2012-03-15,00:00:00,0.392,40
2012-03-16,00:00:00,0.469,40
2012-03-17,00:00:00,0.477,40
2012-03-18,00:00:00,0.533,40
2012-03-19,00:00:00,0.523,40
2012-03-20,00:00:00,0.411,40
2012-03-21,00:00:00,0.423,40
2012-03-22,00:00:00,0.390,40
2012-03-23,00:00:00,0.374,40
2012-03-24,00:00:00,0.376,40
2012-03-25,00:00:00,0.376,40
2012-03-26,00:00:00,0.371,40
2012-03-27,00:00:00,0.334,40
2012-03-28,00:00:00,0.324,40
2012-03-29,00:00:00,0.397,40
2012-03-30,00:00:00,0.484,40
2012-03-31,00:00:00,0.504,40
2012-04-01,00:00:00,0.424,40
2012-04-02,00:00:00,0.407,40
2012-04-03,00:00:00,0.399,40
2012-04-04,00:00:00,0.430,40
2012-04-05,00:00:00,0.363,40
2012-04-06,00:00:00,0.320,40
2012-04-07,00:00:00,0.439,40
2012-04-08,00:00:00,0.461,40
2012-04-09,00:00:00,0.462,40
2012-04-10,00:00:00,0.585,40
2012-04-11,00:00:00,0.684,40
2012-04-12,00:00:00,0.697,40
2012-04-13,00:00:00,0.661,40
2012-04-14,00:00:00,0.650,40
2012-04-15,00:00:00,0.618,40
2012-04-16,00:00:00,0.527,40
2012-04-17,00:00:00,0.367,40
2012-04-18,00:00:00,0.370,40
2012-04-19,00:00:00,0.492,40
2012-04-20,00:00:00,0.532,40
2012-04-21,00:00:00,0.584,40
2012-04-22,00:00:00,0.649,40
2012-04-23,00:00:00,0.633,40
2012-04-24,00:00:00,0.601,40
2012-04-25,00:00:00,0.550,40
2012-04-26,00:00:00,0.526,40
2012-04-27,00:00:00,0.570,40
2012-04-28,00:00:00,0.603,40
2012-04-29,00:00:00,0.516,40
2012-04-30,00:00:00,0.473,40
2012-05-01,00:00:00,0.452,40
2012-05-02,00:00:00,0.494,40
2012-05-03,00:00:00,0.556,40
2012-05-04,00:00:00,0.600,40
2012-05-05,00:00:00,0.666,40
2012-05-06,00:00:00,0.645,40
2012-05-07,00:00:00,0.625,40
2012-05-08,00:00:00,0.574,40
2012-05-09,00:00:00,0.638,40
2012-05-10,00:00:00,0.639,40
2012-05-11,00:00:00,0.654,40
2012-05-12,00:00:00,0.652,40
2012-05-13,00:00:00,0.440,40
2012-05-14,00:00:00,0.459,40
2012-05-15,00:00:00,0.666,40
2012-05-16,00:00:00,0.776,40
2012-05-17,00:00:00,0.569,40
2012-05-18,00:00:00,0.489,40
2012-05-19,00:00:00,0.534,40
2012-05-20,00:00:00,0.565,40
2012-05-21,00:00:00,0.624,40
2012-05-22,00:00:00,0.706,40
2012-05-23,00:00:00,0.647,40
2012-05-24,00:00:00,0.569,40
2012-05-25,00:00:00,0.463,40
2012-05-26,00:00:00,0.392,40
2012-05-27,00:00:00,0.390,40
2012-05-28,00:00:00,0.496,40
2012-05-29,00:00:00,0.521,40
2012-05-30,00:00:00,0.479,40
2012-05-31,00:00:00,0.483,40
2012-06-01,00:00:00,0.541,40
2012-06-02,00:00:00,0.523,40
2012-06-03,00:00:00,0.478,40
2012-06-04,00:00:00,0.613,40
2012-06-05,00:00:00,0.660,40
2012-06-06,00:00:00,0.561,40
2012-06-07,00:00:00,0.592,40
2012-06-08,00:00:00,0.630,40
2012-06-09,00:00:00,0.635,40
2012-06-10,00:00:00,0.641,40
2012-06-11,00:00:00,0.556,40
2012-06-12,00:00:00,0.626,40
2012-06-13,00:00:00,0.616,40
2012-06-14,00:00:00,0.526,40
2012-06-15,00:00:00,0.425,40
2012-06-16,00:00:00,0.497,40
2012-06-17,00:00:00,0.555,40
2012-06-18,00:00:00,0.509,40
2012-06-19,00:00:00,0.469,40
2012-06-20,00:00:00,0.414,40
2012-06-21,00:00:00,0.401,40
2012-06-22,00:00:00,0.462,40
2012-06-23,00:00:00,0.486,40
2012-06-24,00:00:00,0.515,40
2012-06-25,00:00:00,0.646,40
2012-06-26,00:00:00,0.576,40
2012-06-27,00:00:00,0.473,40
2012-06-28,00:00:00,0.450,40
2012-06-29,00:00:00,0.456,40
2012-06-30,00:00:00,0.458,40
2012-07-01,00:00:00,0.542,40
2012-07-02,00:00:00,0.505,40
2012-07-03,00:00:00,0.439,40
2012-07-04,00:00:00,0.422,40
2012-07-05,00:00:00,0.460,40
2012-07-06,00:00:00,0.530,40
2012-07-07,00:00:00,0.487,40
2012-07-08,00:00:00,0.505,40
2012-07-09,00:00:00,0.585,40
2012-07-10,00:00:00,0.584,40
2012-07-11,00:00:00,0.583,40
2012-07-12,00:00:00,0.648,40
2012-07-13,00:00:00,0.610,40
2012-07-14,00:00:00,0.704,40
2012-07-15,00:00:00,0.724,40
2012-07-16,00:00:00,0.721,40
2012-07-17,00:00:00,0.864,40
2012-07-18,00:00:00,0.750,40
2012-07-19,00:00:00,0.792,40
2012-07-20,00:00:00,0.754,40
2012-07-21,00:00:00,0.602,40
2012-07-22,00:00:00,0.484,40
2012-07-23,00:00:00,0.419,40
2012-07-24,00:00:00,0.484,40
2012-07-25,00:00:00,0.531,40
2012-07-26,00:00:00,0.530,40
2012-07-27,00:00:00,0.470,40
2012-07-28,00:00:00,0.546,40
2012-07-29,00:00:00,0.594,40
2012-07-30,00:00:00,0.629,40
2012-07-31,00:00:00,0.633,40
2012-08-01,00:00:00,0.596,40
2012-08-02,00:00:00,0.618,40
2012-08-03,00:00:00,0.636,40
2012-08-04,00:00:00,0.594,40
2012-08-05,00:00:00,0.583,40
2012-08-06,00:00:00,0.574,40
2012-08-07,00:00:00,0.629,40
2012-08-08,00:00:00,0.572,40
2012-08-09,00:00:00,0.515,40
2012-08-10,00:00:00,0.416,40
2012-08-11,00:00:00,0.370,40
2012-08-12,00:00:00,0.297,40
2012-08-13,00:00:00,0.430,40
2012-08-14,00:00:00,0.411,40
2012-08-15,00:00:00,0.434,40
2012-08-16,00:00:00,0.459,40
2012-08-17,00:00:00,0.448,40
2012-08-18,00:00:00,0.436,40
2012-08-19,00:00:00,0.481,40
2012-08-20,00:00:00,0.525,40
2012-08-21,00:00:00,0.516,40
2012-08-22,00:00:00,0.526,40
2012-08-23,00:00:00,0.530,40
2012-08-24,00:00:00,0.490,40
2012-08-25,00:00:00,0.533,40
2012-08-26,00:00:00,0.717,40
2012-08-27,00:00:00,0.618,40
2012-08-28,00:00:00,0.421,40
2012-08-29,00:00:00,0.594,40
2012-08-30,00:00:00,0.568,40
2012-08-31,00:00:00,0.789,40
2012-09-01,00:00:00,0.621,40
2012-09-02,00:00:00,0.530,40
2012-09-03,00:00:00,0.552,40
2012-09-04,00:00:00,0.496,40
2012-09-05,00:00:00,0.639,40
2012-09-06,00:00:00,0.557,40
2012-09-07,00:00:00,0.554,40
2012-09-08,00:00:00,0.556,40
2012-09-09,00:00:00,0.519,40
2012-09-10,00:00:00,0.572,40
2012-09-11,00:00:00,0.661,40
2012-09-12,00:00:00,0.729,40
2012-09-13,00:00:00,0.702,40
2012-09-14,00:00:00,0.604,40
2012-09-15,00:00:00,0.819,40
2012-09-16,00:00:00,0.640,40
2012-09-17,00:00:00,0.661,40
2012-09-18,00:00:00,0.702,40
2012-09-19,00:00:00,0.814,40
2012-09-20,00:00:00,0.728,40
2012-09-21,00:00:00,0.606,40
2012-09-22,00:00:00,0.619,40
2012-09-23,00:00:00,0.466,40
2012-09-24,00:00:00,0.420,40
2012-09-25,00:00:00,0.685,40
2012-09-26,00:00:00,0.585,40
2012-09-27,00:00:00,0.605,40
2012-09-28,00:00:00,0.657,40
2012-09-29,00:00:00,0.752,40
2012-09-30,00:00:00,0.713,40
2012-10-01,00:00:00,0.598,40
2012-10-02,00:00:00,0.653,40
2012-10-03,00:00:00,0.630,40
2012-10-04,00:00:00,0.744,40
2012-10-05,00:00:00,0.816,40
2012-10-06,00:00:00,0.899,40
2012-10-07,00:00:00,0.829,40
2012-10-08,00:00:00,0.704,40
2012-10-09,00:00:00,0.738,40
2012-10-10,00:00:00,0.621,40
2012-10-11,00:00:00,0.518,40
2012-10-12,00:00:00,0.546,40
2012-10-13,00:00:00,0.621,40
2012-10-14,00:00:00,0.719,40
2012-10-15,00:00:00,0.887,40
2012-10-16,00:00:00,0.756,40
2012-10-17,00:00:00,0.737,40
2012-10-18,00:00:00,0.662,40
2012-10-19,00:00:00,0.612,40
2012-10-20,00:00:00,0.593,40
2012-10-21,00:00:00,0.568,40
2012-10-22,00:00:00,0.541,40
2012-10-23,00:00:00,0.545,40
2012-10-24,00:00:00,0.538,40
2012-10-25,00:00:00,0.551,40
2012-10-26,00:00:00,0.582,40
2012-10-27,00:00:00,0.648,40
2012-10-28,00:00:00,0.637,40
2012-10-29,00:00:00,0.631,40
2012-10-30,00:00:00,0.816,40
2012-10-31,00:00:00,0.719,40
2012-11-01,00:00:00,0.659,40
2012-11-02,00:00:00,0.873,40
2012-11-03,00:00:00,0.890,40
2012-11-04,00:00:00,0.916,40
2012-11-05,00:00:00,0.996,40
2012-11-06,00:00:00,0.916,40
2012-11-07,00:00:00,0.901,40
2012-11-08,00:00:00,0.808,40
2012-11-09,00:00:00,0.669,40
2012-11-10,00:00:00,0.595,40
2012-11-11,00:00:00,0.754,40
2012-11-12,00:00:00,0.647,40
2012-11-13,00:00:00,0.498,40
2012-11-14,00:00:00,0.486,40
2012-11-15,00:00:00,0.553,40
2012-11-16,00:00:00,0.563,40
2012-11-17,00:00:00,0.550,40
2012-11-18,00:00:00,0.634,40
2012-11-19,00:00:00,0.555,40
2012-11-20,00:00:00,0.386,40
2012-11-21,00:00:00,0.463,40
2012-11-22,00:00:00,0.674,40
2012-11-23,00:00:00,0.439,40
2012-11-24,00:00:00,0.637,40
2012-11-25,00:00:00,0.663,40
2012-11-26,00:00:00,0.812,40
2012-11-27,00:00:00,0.762,40
2012-11-28,00:00:00,0.686,40
2012-11-29,00:00:00,0.734,40
2012-11-30,00:00:00,0.700,40
2012-12-01,00:00:00,0.702,40
2012-12-02,00:00:00,0.850,40
2012-12-03,00:00:00,0.773,40
2012-12-04,00:00:00,0.882,40
2012-12-05,00:00:00,0.782,40
2012-12-06,00:00:00,0.813,40
2012-12-07,00:00:00,0.547,40
2012-12-08,00:00:00,0.593,40
2012-12-09,00:00:00,0.651,40
2012-12-10,00:00:00,1.136,40
2012-12-11,00:00:00,0.773,40
2012-12-12,00:00:00,0.688,40
2012-12-13,00:00:00,0.683,40
2012-12-14,00:00:00,0.621,40
2012-12-15,00:00:00,0.493,40
2012-12-16,00:00:00,0.720,40
2012-12-17,00:00:00,0.885,40
2012-12-18,00:00:00,0.977,40
2012-12-19,00:00:00,0.803,40
2012-12-20,00:00:00,0.456,40
2012-12-21,00:00:00,0.462,40
2012-12-22,00:00:00,0.573,40
2012-12-23,00:00:00,0.726,40
2012-12-24,00:00:00,0.806,40
2012-12-25,00:00:00,0.986,40
2012-12-26,00:00:00,1.149,40
2012-12-27,00:00:00,1.135,40
2012-12-28,00:00:00,0.943,40
2012-12-29,00:00:00,0.761,40
2012-12-30,00:00:00,1.180,40
2012-12-31,00:00:00,1.063,40
2013-01-01,00:00:00,1.115,40
2013-01-02,00:00:00,1.149,40
2013-01-03,00:00:00,0.877,40
2013-01-04,00:00:00,0.835,40
2013-01-05,00:00:00,0.727,40
2013-01-06,00:00:00,0.628,40
2013-01-07,00:00:00,0.561,40
2013-01-08,00:00:00,0.573,40
2013-01-09,00:00:00,0.649,40
2013-01-10,00:00:00,0.732,40
2013-01-11,00:00:00,0.618,40
2013-01-12,00:00:00,0.493,40
2013-01-13,00:00:00,0.413,40
2013-01-14,00:00:00,0.429,40
2013-01-15,00:00:00,0.449,40
2013-01-16,00:00:00,0.516,40
2013-01-17,00:00:00,0.523,40
2013-01-18,00:00:00,0.429,40
2013-01-19,00:00:00,0.357,40
2013-01-20,00:00:00,0.392,40
2013-01-21,00:00:00,0.441,40
2013-01-22,00:00:00,0.381,40
2013-01-23,00:00:00,0.443,40
2013-01-24,00:00:00,0.477,40
2013-01-25,00:00:00,0.441,40
2013-01-26,00:00:00,0.373,40
2013-01-27,00:00:00,0.538,40
2013-01-28,00:00:00,0.713,40
2013-01-29,00:00:00,0.812,40
2013-01-30,00:00:00,1.000,40
2013-01-31,00:00:00,1.300,40
2013-02-01,00:00:00,1.183,40
2013-02-02,00:00:00,1.205,40
2013-02-03,00:00:00,1.073,40
2013-02-04,00:00:00,1.049,40
2013-02-05,00:00:00,1.250,40
2013-02-06,00:00:00,1.023,40
2013-02-07,00:00:00,0.977,40
2013-02-08,00:00:00,0.816,40
2013-02-09,00:00:00,0.728,40
2013-02-10,00:00:00,0.761,40
2013-02-11,00:00:00,0.590,40
2013-02-12,00:00:00,0.694,40
2013-02-13,00:00:00,0.676,200
2013-02-14,00:00:00,0.490,200
2013-02-15,00:00:00,0.570,200
2013-02-16,00:00:00,0.483,200
2013-02-17,00:00:00,0.434,200
2013-02-18,00:00:00,0.450,200
2013-02-19,00:00:00,0.538,200
2013-02-20,00:00:00,0.438,200
2013-02-21,00:00:00,0.345,200
2013-02-22,00:00:00,0.372,200
2013-02-23,00:00:00,0.454,200
2013-02-24,00:00:00,0.524,200
2013-02-25,00:00:00,0.524,200
2013-02-26,00:00:00,0.446,200
2013-02-27,00:00:00,0.411,200
2013-02-28,00:00:00,0.439,200
2013-03-01,00:00:00,0.501,200
2013-03-02,00:00:00,0.478,200
2013-03-03,00:00:00,0.490,200
2013-03-04,00:00:00,0.406,200
2013-03-05,00:00:00,0.453,200
2013-03-06,00:00:00,0.570,200
2013-03-07,00:00:00,0.548,200
2013-03-08,00:00:00,0.471,200
2013-03-09,00:00:00,0.544,200
2013-03-10,00:00:00,0.643,200
2013-03-11,00:00:00,0.533,200
2013-03-12,00:00:00,0.400,200
2013-03-13,00:00:00,0.585,200
2013-03-14,00:00:00,0.718,200
2013-03-15,00:00:00,0.557,200
2013-03-16,00:00:00,0.413,200
2013-03-17,00:00:00,0.383,200
2013-03-18,00:00:00,0.392,200
2013-03-19,00:00:00,0.520,200
2013-03-20,00:00:00,0.557,200
2013-03-21,00:00:00,0.565,200
2013-03-22,00:00:00,0.343,200
2013-03-23,00:00:00,0.189,200
2013-03-24,00:00:00,0.265,200
2013-03-25,00:00:00,0.412,200
2013-03-26,00:00:00,0.502,200
2013-03-27,00:00:00,0.513,200
2013-03-28,00:00:00,0.498,200
2013-03-29,00:00:00,0.541,200
2013-03-30,00:00:00,0.567,200
2013-03-31,00:00:00,0.587,200
2013-04-01,00:00:00,0.566,200
2013-04-02,00:00:00,0.546,200
2013-04-03,00:00:00,0.495,200
2013-04-04,00:00:00,0.446,200
2013-04-05,00:00:00,0.400,200
2013-04-06,00:00:00,0.392,200
2013-04-07,00:00:00,0.402,200
2013-04-08,00:00:00,0.419,200
2013-04-09,00:00:00,0.478,200
2013-04-10,00:00:00,0.586,200
2013-04-11,00:00:00,0.613,200
2013-04-12,00:00:00,0.685,200
2013-04-13,00:00:00,0.739,200
2013-04-14,00:00:00,0.560,200
2013-04-15,00:00:00,0.555,200
2013-04-16,00:00:00,0.651,200
2013-04-17,00:00:00,0.495,200
2013-04-18,00:00:00,0.474,200
2013-04-19,00:00:00,0.664,200
2013-04-20,00:00:00,0.407,200
